271        0.049078445
272        0.01207458
272        0.00347778
273        0.024002405
273        0.009646605
446        0.00143648
447        0.059340125
449        0.004315205
449        0.003758445
450        0.065485805
498        2.645e-06
499        4.418e-05
500        0.00020808
500        5.3045e-05
501        0.0459045
581        4.5e-08
583        1.25e-05
584        2.205e-06
592        3.645e-06
594        3.2e-07
594        1.352e-05
595        8.45e-07
596        8.45e-07
597        5e-09
597        1.8e-07
734        0.00010082
735        0.000756605
737        0.019071045
739        0.04345352
740        0.013041125
764        1.25e-07
764        6.845e-06
766        6.845e-06
775        2e-06
776        5e-07
777        8e-08
779        9.9405e-05
795        0.018432
796        0.00074498
796        0.00071442
797        0.006601005
797        0.01101128
832        3.645e-06
832        4.5e-08
834        5e-07
860        1.8e-07
861        4.5e-06
863        1.28e-06
1115        3.92e-06
1115        4.5e-08
1116        8.45e-07
1116        0
1140        6.6125e-05
1140        0.000429245
1141        0.00668168
1142        0.01424672
1143        0.000508805
1289        0.004579245
1290        5.202e-05
1292        0.001607445
1292        0.00332928
1292        0.00010368
1316        1.445e-06
1317        7.442e-05
1317        1.805e-06
1353        4.5e-08
1354        2.645e-06
1355        2.45e-07
1356        3.2e-07
1388        9.8e-07
1389        8e-08
1389        1.28e-06
1482        0.00091592
1482        0.023392845
1482        0.021197405
1483        0.027261125
1484        0.00085698
1542        0.089168645
1559        2.205e-06
1559        2.048e-05
1560        0.000105125
1561        6.3845e-05
1638        0.01972098
1638        0.000937445
1630        0.021945125
1638        0.00547058
1638        0.001630205
